Driver ID,Location X,Location Y,Is OnService,Is Active,Working Hours,Total Working Hours,Total idleTime,Total Active Hour,Revenus,The  Service Start Time
0,-1,-1,true,true,4280.0,4164.600000000072,115.39999999992779,4280.0,2766.399999999928,20.729999999999997
1,-1,-1,true,true,4280.0,4076.400000000125,203.59999999987485,4280.0,4034.599999999875,26.22
2,-1,-1,true,true,4280.0,4142.300000000098,137.6999999999016,4280.0,4231.699999999902,31.939999999999998
3,-1,-1,true,true,4280.0,4122.500000000127,157.49999999987267,4280.0,4075.499999999873,30.02
4,-1,-1,true,true,4280.0,4087.0000000000964,192.9999999999036,4280.0,4252.999999999904,19.31
5,-1,-1,true,true,4280.0,4216.200000000109,63.79999999989104,4280.0,4172.799999999891,36.699999999999996
6,-1,-1,true,true,4280.0,3909.7000000000917,370.2999999999083,4280.0,4279.299999999908,25.259999999999998
7,-1,-1,true,true,4280.0,4006.500000000122,273.4999999998781,4280.0,3960.499999999878,22.65
8,-1,-1,true,true,4280.0,4053.000000000086,226.99999999991405,4280.0,3080.999999999914,12.399999999999999
9,-1,-1,true,true,4280.0,4129.700000000112,150.2999999998883,4280.0,4159.299999999888,30.75
10,-1,-1,true,true,4280.0,4151.000000000124,128.9999999998763,4280.0,4016.999999999876,28.599999999999998
11,-1,-1,true,true,4280.0,3899.6000000000977,380.3999999999023,4280.0,3389.3999999999023,15.969999999999999
12,-1,-1,true,true,4280.0,4018.3000000001043,261.6999999998957,4280.0,3516.6999999998957,22.88
13,-1,-1,true,true,4280.0,4224.000000000108,55.99999999989177,4280.0,4175.999999999892,38.58
14,-1,-1,true,true,4280.0,4012.400000000094,267.5999999999058,4280.0,4265.599999999906,16.93
15,-1,-1,true,true,4280.0,4117.100000000107,162.89999999989323,4280.0,3604.899999999893,27.41
16,-1,-1,true,true,4280.0,4165.900000000092,114.0999999999076,4280.0,4277.099999999908,25.259999999999998
17,-1,-1,true,true,4280.0,4034.5000000001196,245.4999999998804,4280.0,3898.4999999998804,28.6
18,-1,-1,true,true,4280.0,3964.3000000001202,315.69999999987976,4280.0,3924.6999999998798,29.79
19,-1,-1,true,true,4280.0,4102.00000000012,177.99999999987995,4280.0,3877.9999999998804,26.22
20,-1,-1,true,true,4280.0,3855.8000000001152,424.19999999988477,4280.0,3785.1999999998848,25.490000000000002
21,-1,-1,true,true,4280.0,4012.000000000097,267.99999999990314,4280.0,3333.999999999903,20.5
22,-1,-1,true,true,4280.0,4048.8000000001166,231.1999999998834,4280.0,3833.1999999998834,30.519999999999996
23,-1,-1,true,true,4280.0,4148.000000000099,131.99999999990087,4280.0,4230.999999999901,34.55
24,-1,-1,true,true,4280.0,3994.6000000001204,285.3999999998796,4280.0,3933.3999999998796,30.75
25,-1,-1,true,true,4280.0,4129.900000000115,150.09999999988486,4280.0,3793.099999999885,26.449999999999996
26,-1,-1,true,true,4280.0,4049.2000000001276,230.7999999998724,4280.0,4085.7999999998724,29.79
27,-1,-1,true,true,4280.0,4161.700000000124,118.29999999987558,4280.0,4029.299999999875,39.809999999999995
28,-1,-1,true,true,4280.0,3964.6000000001054,315.3999999998946,4280.0,3576.3999999998946,20.27
29,-1,-1,true,true,4280.0,3940.20000000009,339.79999999991014,4280.0,3171.79999999991,15.739999999999998
30,-1,-1,true,true,4280.0,4129.800000000087,150.19999999991342,4280.0,3104.199999999914,23.11
31,-1,-1,true,true,4280.0,3868.300000000101,411.69999999989886,4280.0,4207.699999999899,20.5
32,-1,-1,true,true,4280.0,4061.8000000000966,218.1999999999034,4280.0,4251.199999999903,20.5
33,-1,-1,true,true,4280.0,4031.0000000000955,248.9999999999045,4280.0,4255.9999999999045,30.749999999999996
34,-1,-1,true,true,4280.0,4217.900000000096,62.09999999990396,4280.0,3313.099999999904,22.88
35,-1,-1,true,true,4280.0,3994.200000000124,285.79999999987604,4280.0,4009.799999999876,46.67999999999999
36,-1,-1,true,true,4280.0,4126.800000000101,153.19999999989886,4280.0,3442.1999999998993,26.449999999999996
37,-1,-1,true,true,4280.0,3912.000000000123,367.9999999998772,4280.0,3985.999999999877,20.27
38,-1,-1,true,true,4280.0,4066.900000000114,213.09999999988622,4280.0,3739.099999999886,21.689999999999998
39,-1,-1,true,true,4280.0,4169.700000000114,110.29999999988559,4280.0,4146.299999999886,22.65
40,-1,-1,true,true,4280.0,4067.3000000000825,212.6999999999175,4280.0,3016.6999999999175,14.779999999999998
41,-1,-1,true,true,4280.0,3932.400000000086,347.59999999991396,4280.0,3095.599999999914,19.31
42,-1,-1,true,true,4280.0,4197.000000000097,82.99999999990268,4280.0,4243.999999999903,27.41
43,-1,-1,true,true,4280.0,3868.200000000105,411.79999999989514,4280.0,3534.799999999895,15.969999999999999
44,-1,-1,true,true,4280.0,4052.500000000117,227.49999999988313,4280.0,3833.499999999883,22.879999999999995
45,-1,-1,true,true,4280.0,4034.2000000001153,245.79999999988468,4280.0,3803.7999999998847,22.65
46,-1,-1,true,true,4280.0,4174.900000000107,105.09999999989304,4280.0,4181.099999999893,21.459999999999997
47,-1,-1,true,true,4280.0,4055.3000000001202,224.69999999987976,4280.0,3936.6999999998798,26.22
48,-1,-1,true,true,4280.0,4046.6000000001054,233.3999999998946,4280.0,3550.3999999998946,31.71
49,-1,-1,true,true,4280.0,4027.500000000088,252.49999999991178,4280.0,3139.499999999912,20.73
50,-1,-1,true,true,4280.0,4199.900000000118,80.09999999988213,4280.0,4125.099999999882,29.56
51,-1,-1,true,true,4280.0,3938.2000000001153,341.7999999998847,4280.0,3801.7999999998847,17.16
