Driver ID,Location X,Location Y,Is OnService,Is Active,Working Hours,Total Working Hours,Total idleTime,Total Active Hour,Revenus,The  Service Start Time
0,-1,-1,true,true,480.0,372.9000000000001,107.09999999999991,480.0,107.09999999999992,0.0
1,-1,-1,true,true,480.0,283.2000000000004,196.7999999999996,480.0,196.79999999999964,0.0
2,0,0,false,true,480.0,391.0,89.0,480.0,56.90000000000004,5.72
3,-1,-1,true,true,480.0,346.8000000000002,133.19999999999982,480.0,133.19999999999985,0.0
4,-1,-1,true,true,480.0,292.3999999999993,187.6000000000007,480.0,397.6000000000007,3.34
5,-1,-1,true,true,480.0,424.4,55.60000000000002,480.0,55.60000000000004,0.0
6,-1,-1,true,true,480.0,150.1999999999997,329.8000000000003,480.0,329.8000000000003,0.0
7,-1,-1,true,true,480.0,219.39999999999839,260.6000000000016,480.0,470.6000000000016,3.34
8,-1,-1,true,true,480.0,260.00000000000045,219.99999999999955,480.0,219.99999999999957,0.0
9,-1,-1,true,true,480.0,347.20000000000016,132.79999999999984,480.0,132.79999999999984,0.0
10,-1,-1,true,true,480.0,362.5000000000001,117.49999999999989,480.0,117.4999999999999,0.0
11,-1,-1,true,true,480.0,125.79999999999956,354.20000000000044,480.0,354.20000000000044,0.0
12,-1,-1,true,true,480.0,225.39999999999844,254.60000000000156,480.0,464.60000000000156,3.34
13,-1,-1,true,true,480.0,467.6,12.399999999999977,480.0,12.4,0.0
14,-1,-1,true,true,480.0,236.4999999999987,243.5000000000013,480.0,454.5000000000013,3.34
15,-1,-1,true,true,480.0,336.10000000000025,143.89999999999975,480.0,143.89999999999975,0.0
16,-1,-1,true,true,480.0,385.00000000000006,94.99999999999994,480.0,94.99999999999996,0.0
17,-1,-1,true,true,480.0,259.90000000000043,220.09999999999957,480.0,220.09999999999957,0.0
18,-1,-1,true,true,480.0,183.00000000000017,296.99999999999983,480.0,296.99999999999983,0.0
19,-1,-1,true,true,480.0,343.6000000000002,136.3999999999998,480.0,136.3999999999998,0.0
20,-1,-1,true,true,480.0,62.399999999999125,417.6000000000009,480.0,417.6000000000009,0.0
21,-1,-1,true,true,480.0,226.90000000000057,253.09999999999943,480.0,253.09999999999943,0.0
22,-1,-1,true,true,480.0,265.89999999999895,214.10000000000105,480.0,424.10000000000105,3.34
23,-1,-1,true,true,480.0,366.1000000000001,113.89999999999992,480.0,113.89999999999992,0.0
24,-1,-1,true,true,480.0,217.80000000000052,262.1999999999995,480.0,262.1999999999995,0.0
25,-1,-1,true,true,480.0,342.4000000000002,137.5999999999998,480.0,137.5999999999998,0.0
26,-1,-1,true,true,480.0,281.80000000000035,198.19999999999965,480.0,198.19999999999965,0.0
27,0,0,false,true,480.0,390.0,90.0,480.0,28.90000000000001,5.72
28,0,0,false,true,480.0,211.0,269.0,480.0,233.2999999999995,3.34
29,-1,-1,true,true,480.0,154.09999999999985,325.90000000000015,480.0,325.90000000000015,0.0
30,-1,-1,true,true,480.0,350.8000000000001,129.19999999999987,480.0,129.19999999999987,0.0
31,-1,-1,true,true,480.0,89.1999999999993,390.8000000000007,480.0,390.8000000000007,0.0
32,-1,-1,true,true,480.0,309.9000000000003,170.09999999999968,480.0,170.0999999999997,0.0
33,-1,-1,true,true,480.0,252.20000000000047,227.79999999999953,480.0,227.79999999999953,0.0
34,-1,-1,true,true,480.0,434.59999999999997,45.400000000000034,480.0,45.40000000000002,0.0
35,0,0,false,true,480.0,211.0,269.0,480.0,211.59999999999962,3.34
36,-1,-1,true,true,480.0,341.9000000000002,138.0999999999998,480.0,138.0999999999998,0.0
37,-1,-1,true,true,480.0,155.69999999999993,324.30000000000007,480.0,324.30000000000007,0.0
38,0,0,false,true,480.0,300.0,180.0,480.0,134.89999999999984,4.529999999999999
39,0,0,false,true,480.0,390.0,90.0,480.0,25.400000000000006,5.72
40,0,0,false,true,480.0,301.0,179.0,480.0,135.59999999999982,4.529999999999999
41,-1,-1,true,true,480.0,173.80000000000013,306.1999999999999,480.0,306.1999999999999,0.0
42,-1,-1,true,true,480.0,409.2,70.80000000000001,480.0,70.80000000000003,0.0
43,-1,-1,true,true,480.0,76.29999999999927,403.7000000000007,480.0,403.7000000000007,0.0
44,-1,-1,true,true,480.0,256.2999999999988,223.70000000000118,480.0,434.7000000000012,3.34
45,-1,-1,true,true,480.0,290.9000000000003,189.09999999999968,480.0,189.09999999999968,0.0
46,-1,-1,true,true,480.0,422.49999999999994,57.50000000000006,480.0,57.50000000000004,0.0
47,-1,-1,true,true,480.0,268.599999999999,211.400000000001,480.0,422.400000000001,3.34
48,0,0,false,true,480.0,301.0,179.0,480.0,161.1999999999997,4.529999999999999
49,-1,-1,true,true,480.0,241.70000000000056,238.29999999999944,480.0,238.29999999999944,0.0
50,-1,-1,true,true,480.0,436.5,43.5,480.0,43.50000000000001,0.0
51,-1,-1,true,true,480.0,148.79999999999967,331.20000000000033,480.0,331.20000000000033,0.0
52,-1,-1,true,true,480.0,285.19999999999925,194.80000000000075,480.0,404.80000000000075,3.34
53,-1,-1,true,true,480.0,245.79999999999876,234.20000000000124,480.0,444.20000000000124,3.34
54,-1,-1,true,true,480.0,152.69999999999982,327.3000000000002,480.0,327.3000000000002,0.0
55,-1,-1,true,true,480.0,377.4000000000001,102.59999999999991,480.0,102.59999999999994,0.0
56,-1,-1,true,true,480.0,271.10000000000036,208.89999999999964,480.0,208.89999999999964,0.0
57,-1,-1,true,true,480.0,253.10000000000045,226.89999999999955,480.0,226.89999999999955,0.0
58,-1,-1,true,true,480.0,246.8000000000005,233.1999999999995,480.0,233.1999999999995,0.0
59,-1,-1,true,true,480.0,172.30000000000007,307.69999999999993,480.0,307.69999999999993,0.0
60,-1,-1,true,true,480.0,247.8000000000005,232.1999999999995,480.0,232.1999999999995,0.0
61,-1,-1,true,true,480.0,214.00000000000045,265.99999999999955,480.0,265.99999999999955,0.0
62,0,0,false,true,480.0,211.0,269.0,480.0,229.39999999999952,3.34
63,0,0,false,true,480.0,211.0,269.0,480.0,237.59999999999945,3.34
64,-1,-1,true,true,480.0,304.49999999999835,175.50000000000165,480.0,476.50000000000165,4.529999999999999
65,-1,-1,true,true,480.0,206.80000000000035,273.19999999999965,480.0,273.19999999999965,0.0
66,-1,-1,true,true,480.0,96.29999999999933,383.70000000000067,480.0,383.70000000000067,0.0
67,-1,-1,true,true,480.0,137.09999999999962,342.9000000000004,480.0,342.9000000000004,0.0
68,-1,-1,true,true,480.0,399.2,80.80000000000001,480.0,80.8,0.0
69,-1,-1,true,true,480.0,477.1,2.8999999999999773,480.0,2.9000000000000004,0.0
70,-1,-1,true,true,480.0,397.6,82.39999999999998,480.0,82.39999999999999,0.0
71,-1,-1,true,true,480.0,213.8000000000004,266.1999999999996,480.0,266.1999999999996,0.0
72,-1,-1,true,true,480.0,319.29999999999853,160.70000000000147,480.0,461.70000000000147,4.529999999999999
73,-1,-1,true,true,480.0,275.59999999999917,204.40000000000083,480.0,414.40000000000083,3.34
74,-1,-1,true,true,480.0,224.80000000000058,255.19999999999942,480.0,255.19999999999942,0.0
75,-1,-1,true,true,480.0,180.50000000000017,299.49999999999983,480.0,299.49999999999983,0.0
76,-1,-1,true,true,480.0,312.6999999999984,167.3000000000016,480.0,467.3000000000016,4.529999999999999
77,-1,-1,true,true,480.0,62.699999999999136,417.30000000000086,480.0,417.30000000000086,0.0
78,-1,-1,true,true,480.0,116.0999999999994,363.9000000000006,480.0,363.9000000000006,0.0
79,-1,-1,true,true,480.0,294.8000000000003,185.1999999999997,480.0,185.19999999999968,0.0
80,-1,-1,true,true,480.0,91.29999999999933,388.70000000000067,480.0,388.70000000000067,0.0
81,-1,-1,true,true,480.0,248.8000000000005,231.1999999999995,480.0,231.1999999999995,0.0
82,-1,-1,true,true,480.0,232.0999999999986,247.9000000000014,480.0,458.9000000000014,3.34
83,-1,-1,true,true,480.0,197.8000000000003,282.1999999999997,480.0,282.1999999999997,0.0
84,-1,-1,true,true,480.0,122.89999999999947,357.10000000000053,480.0,357.10000000000053,0.0
85,-1,-1,true,true,480.0,245.7000000000005,234.2999999999995,480.0,234.2999999999995,0.0
86,0,0,false,true,480.0,210.0,270.0,480.0,205.29999999999964,3.34
87,-1,-1,true,true,480.0,329.5999999999987,150.40000000000128,480.0,451.4000000000013,4.529999999999999
88,-1,-1,true,true,480.0,324.09999999999866,155.90000000000134,480.0,455.90000000000134,4.529999999999999
89,-1,-1,true,true,480.0,203.40000000000032,276.5999999999997,480.0,276.5999999999997,0.0
90,-1,-1,true,true,480.0,116.5999999999994,363.4000000000006,480.0,363.4000000000006,0.0
91,-1,-1,true,true,480.0,405.5,74.5,480.0,74.50000000000001,0.0
92,-1,-1,true,true,480.0,319.39999999999856,160.60000000000144,480.0,460.60000000000144,4.529999999999999
93,0,0,false,true,480.0,391.0,89.0,480.0,43.90000000000001,5.72
94,-1,-1,true,true,480.0,75.69999999999925,404.30000000000075,480.0,404.30000000000075,0.0
95,-1,-1,true,true,480.0,155.2999999999999,324.7000000000001,480.0,324.7000000000001,0.0
96,-1,-1,true,true,480.0,297.00000000000034,182.99999999999966,480.0,182.9999999999997,0.0
97,-1,-1,true,true,480.0,70.19999999999919,409.8000000000008,480.0,409.8000000000008,0.0
98,-1,-1,true,true,480.0,351.4000000000001,128.5999999999999,480.0,128.59999999999988,0.0
